Source,Date,Description,Amount
UFCU checking,05/09,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,05/09,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,05/11,"ACH SOFI PAYMENTS
TYPE : PL PYMT ID : 3452499527
CO : SOFI PAYMENTS","$2,682.80"
UFCU checking,05/13,"Internet Banking Transfer bills and CCs .
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,05/13,Internet Banking Transfer To Loan 0050,$477.39
UFCU checking,05/14,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$104.84
UFCU checking,05/14,"ACH NAVI ED SERV WEB
TYPE : STUDNTLOAN ID : 9102001102
CO : NAVI ED SERV WEB","$1,316.45"
UFCU checking,05/14,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT","$2,403.12"
UFCU checking,05/14,Internet Banking Transfer To Loan 0050,$48.31
UFCU checking,05/15,"ACH HCTRA EFT
TYPE : EZTAGSTPPD ID : 2746019451
CO : HCTRA EFT",$40.00
UFCU checking,05/15,Internet Banking Transfer To Loan 0050,$7.02
UFCU checking,05/15,Internet Banking Transfer To Loan 0050,$7.46
UFCU checking,"05/17
05/17","Debit Card Debit Card
CHEVRON 0381225 HOUSTON TX",$34.04
UFCU checking,"05/18
05/15","Debit Card Debit Card
FRATELLI'S RISTORANTE HOUSTON TX",$62.99
UFCU checking,05/18,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT",$43.37
UFCU checking,05/18,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,05/18,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,05/18,Internet Banking Transfer To Loan 0050,$179.18
UFCU checking,05/18,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,05/18,Internet Banking Transfer To Loan 0050,"$1,146.35"
UFCU checking,05/18,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,05/19,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT",$312.43
UFCU checking,05/19,"ACH USAA P & C EXT
TYPE : AUTOPAY ID : USAA - PC
CO : USAA P & C EXT",$408.15
UFCU checking,05/21,"ACH VENMO
TYPE : PAYMENT ID : 3264681992 CO : VENMO",$200.00
UFCU checking,05/22,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT",$51.58
UFCU checking,05/25,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,05/26,"ACH VENMO
TYPE : PAYMENT ID : 3264681992 CO : VENMO",$52.00
UFCU checking,05/27,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129",$198.38
UFCU checking,05/29,"Internet Banking Transfer bills
CO : USAA.COM PAYMNT
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,05/29,"Internet Banking Transfer
TO CASTLE , WENDY XXXXXXXXXX Share 0080",$350.00
UFCU checking,"02/03
02/01","Debit Card Debit Card
MIGHT AS WELL LOUNGE HOUSTON TX",$56.00
UFCU checking,"02/03
02/02","Debit Card Debit Card
SUBWAY 00075499 HOUSTON TX",$5.40
UFCU checking,"02/04
02/03","Debit Card Debit Card
SUBWAY 00075499 HOUSTON TX",$5.40
UFCU checking,"02/04
02/04","Debit Card Debit Card
TAQUERIA ARANDAS 4 HOUSTON TX",$8.21
UFCU checking,"02/05
02/03","Debit Card Debit Card
RAJA SWEETS HOUSTON TX",$5.00
UFCU checking,"02/05
02/04","Debit Card Debit Card
MCDONALD'S F20638 HOUSTON TX",$1.83
UFCU checking,"02/05
02/04","Debit Card Debit Card
SUBWAY 00075499 HOUSTON TX",$8.54
UFCU checking,02/05,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,02/05,"POS # 003789000867
NNT SOUND EXCHANGE 071406 101 N MILBY ST
STE 3 HOUSTON TX",$49.77
UFCU checking,"02/06
02/06","Debit Card Debit Card
MERIDA RESTAURANT HOUSTON TX",$56.47
UFCU checking,02/06,"POS # 003700010612
KROGER # 346 HOUSTON HOUSTON TX",$54.30
UFCU checking,"02/06
02/05","Debit Card Debit Card
SUBWAY 00075499 HOUSTON TX",$6.77
UFCU checking,02/06,"POS # 003721314969
PETCO # 5408 HOUSTON TX",$55.27
UFCU checking,02/06,"POS # 003721876453
PETCO # 5408 HOUSTON TX",$9.92
UFCU checking,"02/07
02/06","Debit Card Debit Card
TAQUERIA ARANDAS 4 HOUSTON TX",$11.73
UFCU checking,02/07,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$60.00
UFCU checking,02/07,"ACH CITY OF HOUSTON
TYPE : WATER BILL ID : 6746001164
CO : CITY OF HOUSTON",$75.07
UFCU checking,02/07,"ACH ATT
TYPE : Payment ID : 9864031005 CO : ATT",$308.71
UFCU checking,02/07,"ACH BARCLAYCARD US
TYPE : CREDITCARD ID : 2510407970
CO : BARCLAYCARD US",$662.63
UFCU checking,02/07,"ACH BCBS HEALTH HPS
TYPE : 8007928595 ID : 1361236610
CO : BCBS HEALTH HPS","$1,749.87"
UFCU checking,02/07,"at ATM # 003800002078
SWIFT MART -K168606 2047 WIRT RD HOUSTON
TX LK168606",$102.75
UFCU checking,02/07,"Non UFCU ATM Fee
SWIFT MART -K168606 2047 WIRT RD HOUSTON
TX LK168606",$1.00
UFCU checking,02/07,"POS # 003851053900
SWIFT FOOD MART 2047 WIRT RD #A HOUSTON TX",$7.84
UFCU checking,02/07,"POS # 003857315100
SWIFT FOOD MART 2047 WIRT RD #A HOUSTON TX",$50.58
UFCU checking,"02/07
02/07","Debit Card Debit Card
LEANDER / NW AUSTIN KOA 512-259-7200 TX",$56.05
UFCU checking,"02/07
02/06","Debit Card Debit Card
FUZZYS PIZZA - HOUSTON HOUSTON TX",$42.80
UFCU checking,"02/07
02/06","Debit Card Debit Card
INDIANOLA , VINNY'S , MIS HOUSTON TX",$26.65
UFCU checking,"02/07
02/06","Debit Card Debit Card
AUSTIN STEAM TRAIN 512-4778468 TX",$106.00
UFCU checking,02/07,"ACH FIRSTUNITEDBANK
TYPE : LOAN PMT ID : 1730222372
CO : FIRSTUNITEDBANK","$1,906.04"
UFCU checking,02/07,Check 2178,$450.00
UFCU checking,"02/08
02/07","Debit Card Debit Card
LIL ' DANNY SPEEDO'S GO HOUSTON TX",$29.00
UFCU checking,"02/08
02/07","Debit Card Debit Card
MCDONALD'S F20638 HOUSTON TX",$7.23
UFCU checking,"02/08
02/07","Debit Card Debit Card
FIVE GUYS 4037 QSR CYPRESS TX",$38.95
UFCU checking,02/08,"POS # 003915925178
LATTE VISTA LAGO VISTA TX",$3.17
UFCU checking,02/08,"POS # 003910851393
CEFCO # 0036 LAGO VISTA LEANDER TX",$3.09
UFCU checking,"02/08
02/08","Debit Card Debit Card
SQ * THE BLUE STORE BURNET TX",$27.06
UFCU checking,"02/10
02/08","Debit Card Debit Card
SWEETEN UP BAKE SHOP LEANDER TX",$31.84
UFCU checking,"02/10
02/08","Debit Card Debit Card
SWEETEN UP BAKE SHOP LEANDER TX",$4.20
UFCU checking,"02/10
02/10","Debit Card Debit Card
TAQUERIA ARANDAS 4 HOUSTON TX",$10.37
UFCU checking,02/11,"ACH SOFI PAYMENTS
TYPE : PL PYMT ID : 3452499527
CO : SOFI PAYMENTS","$2,682.80"
UFCU checking,02/11,"POS # 004287376500
SWIFT FOOD MART 2047 WIRT RD #A HOUSTON TX",$7.85
UFCU checking,02/11,"POS # 004200036899
KROGER # 346 HOUSTON HOUSTON TX",$9.25
UFCU checking,02/11,"POS # 004200510529
KROGER # 346 HOUSTON HOUSTON TX",$67.17
UFCU checking,02/11,"at ATM # 004200003134
PROSPERITY BANK 7811 LONG POINT RD HOUSTON
TX TX001796",$263.50
UFCU checking,02/11,"Non UFCU ATM Fee
PROSPERITY BANK 7811 LONG POINT RD HOUSTON
TX TX001796",$1.00
UFCU checking,02/11,"Shared Branch # 207138
University FCU Mobile Deposit University
FC TX",
UFCU checking,02/11,"Shared Branch # 209257
University FCU Mobile Deposit University
FC TX",
UFCU checking,02/11,"Shared Branch # 209977
University FCU Mobile Deposit University
FC TX",
UFCU checking,"02/12
02/11","Debit Card Debit Card
HCTRA EZTAG Storefront 281-8753279 TX",$2.63
UFCU checking,"02/12
02/11","Debit Card Debit Card
MCDONALD'S F20638 HOUSTON TX",$3.02
UFCU checking,"02/12
02/11","Debit Card Debit Card
BASKIN # 355682 HOUSTON TX",$14.53
UFCU checking,02/12,"ACH RANDALL E SWED
TYPE : P2P ID : 1770527921
CO : RANDALL E SWED",
UFCU checking,02/12,Internet Banking Transfer To Loan 0050,"$2,604.90"
UFCU checking,"02/12
02/12","Debit Card Debit Card
Reverb.com 188-87262728 IL",$337.88
UFCU checking,02/13,"ACH RANDALL E SWED
TYPE : P2P ID : 1770527921
CO : RANDALL E SWED",
UFCU checking,02/13,"ACH BARCLAYCARD US
TYPE : CREDITCARD ID : 2510407970
CO : BARCLAYCARD US",$795.00
UFCU checking,02/13,"ACH NAVI ED SERV WEB
TYPE : STUDNTLOAN ID : 9102001102
CO : NAVI ED SERV WEB","$1,316.45"
UFCU checking,02/13,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT","$5,400.00"
UFCU checking,"02/13
02/12","Debit Card Debit Card
WAN FU CAFE HOUSTON TX",$43.34
UFCU checking,02/14,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT","$1,772.22"
UFCU checking,"02/15
02/14","Debit Card Debit Card
SQ * KIM CHAU RESTAU HOUSTON TX",$11.63
UFCU checking,"02/15
02/14","Debit Card Debit Card
MCDONALD'S F20638 HOUSTON TX",$1.83
UFCU checking,"02/17
02/16","Debit Card Debit Card
TAQUERIA ARANDAS 4 HOUSTON TX",$35.68
UFCU checking,"02/17
02/15","Debit Card Debit Card
KELLEYS COUNTRY COOKIN MEADOWS PLACE TX",$40.17
UFCU checking,02/17,"POS # 004821625672
WALGREENS STORE 530 W L HOUSTON TX",$32.30
UFCU checking,02/18,"ACH VENMO
TYPE : PAYMENT ID : 3264681992 CO : VENMO",$40.00
UFCU checking,02/18,"at ATM # 004918529065
Cardtronics C2S 16244 HWY 105 E CONROE TX
CT007356",$203.25
UFCU checking,02/18,"Non UFCU ATM Fee
Cardtronics C2S 16244 HWY 105 E CONROE TX
CT007356",$1.00
UFCU checking,02/19,"ACH NSF
In the amount $ 614.10 USAA P & C EXT",$30.00
UFCU checking,02/20,"ACH RANDALL E SWED
TYPE : P2P ID : 1770527921
CO : RANDALL E SWED",
UFCU checking,02/21,"ACH Green Mountain E
TYPE : 0271D ID : 4030360441
CO : Green Mountain E",$106.73
UFCU checking,02/24,"ACH USAA P & C EXT
TYPE : RETRY PYMT ID : USAA - PC
CO : USAA P & C EXT",$614.10
UFCU checking,02/24,Internet Banking Transfer,
UFCU checking,02/24,"From R. ERIK SWEDBER XXXXXXXXXX Share 0080
Internet Banking Transfer
TO CASTLE , WENDY XXXXXXXXXX Share 0080","$1,000.00"
UFCU checking,02/24,"POS # 005520303339
USPS PO 48018300 8000 L HOUSTON TX",$106.25
UFCU checking,02/24,"POS # 005520855289
USPS PO 48018300 8000 L HOUSTON TX",$16.75
UFCU checking,02/24,"POS # 005516160802
SOUTHWEST AUTOMOTIVE HOUSTON TX",$59.24
UFCU checking,02/24,Check 2217,$265.62
UFCU checking,02/25,"ACH ATT
TYPE : Payment ID : 9864031005 CO : ATT",$350.18
UFCU checking,02/25,"ACH WELLS FARGO AUTO
TYPE : FEE & PMTS ID : 9330291646
CO : WELLS FARGO AUTO",$397.67
UFCU checking,02/25,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$2,000.00"
UFCU checking,02/25,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$3,000.00"
UFCU checking,"02/25
02/24","Debit Card Debit Card
TACO CABANA 20405 HOUSTON TX",$5.83
UFCU checking,02/25,"POS # 0000004JGRSJ
AMAZON.COM * ZO1KU7ZE3 SEATTLE WA",$165.57
UFCU checking,02/26,"ACH CPENERGY ENTEX
TYPE : ENT ACH EB ID : 176051140D
CO : CPENERGY ENTEX",$56.60
UFCU checking,"02/26
02/26","Debit Card Debit Card
TAQUERIA ARANDAS 4 HOUSTON TX",$7.40
UFCU checking,"02/26
02/26","Debit Card Debit Card
VCI * VITACOST.COM 800-793-2601 FL",$50.71
UFCU checking,"02/27
02/26","Debit Card Debit Card
SUBWAY 00075499 HOUSTON TX",$6.77
UFCU checking,02/27,"POS # 005818498371
ACADEMY SPORTS # 226 BASTROP TX",$18.39
UFCU checking,"02/27
02/27","Debit Card Debit Card
TAQUERIA PANADERIA RIO LA GRANGE TX",$11.00
UFCU checking,02/28,"POS # 005915500874
NAUS ENFIELD DRUG AUSTIN TX",$35.25
UFCU checking,"02/28
02/28","Debit Card Debit Card
SQ * MEDICI Austin TX",$8.00
UFCU checking,02/28,"POS # 005904423300
SHELL SERVICE STATION 4429 DUVAL ST AUSTIN
TX",$9.83
UFCU checking,"02/28
02/28","Debit Card Debit Card
DEEP EDDY CABARET AUSTIN TX",$51.50
UFCU checking,02/29,"POS # 006017053958
WALGREENS STORE 6200 W AUSTIN TX",$1.61
UFCU checking,01/02,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT","$1,001.15"
UFCU checking,01/02,"ACH HCTRA EFT
TYPE : EZTAGSTPPD ID : 2746019451
CO : HCTRA EFT",$39.68
UFCU checking,01/03,"ACH BCBS HEALTH HPS
TYPE : 8007928595 ID : 1361236610
CO : BCBS HEALTH HPS","$1,749.87"
UFCU checking,01/03,"Internet Banking Transfer
TO CASTLE , WENDY XXXXXXXXXX Share 0080","$1,000.00"
UFCU checking,01/03,"ACH FIRSTUNITEDBANK
TYPE : LOAN PMT ID : 1730222372
CO : FIRSTUNITEDBANK","$1,906.04"
UFCU checking,01/07,"ACH RANDALL E SWEDB
TYPE : P2P ID : 1770527921
CO : RANDALL E SWEDB",
UFCU checking,01/07,"ACH CITY OF HOUSTON
TYPE : WATER BILL ID : 6746001164
CO : CITY OF HOUSTON",$64.12
UFCU checking,01/07,Check 2177,$450.00
UFCU checking,01/08,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL","$2,469.90"
UFCU checking,01/09,"at ATM # 000900004345
COURTESY MAR - 433110 5634 SPRING STUEBNER
SPRING TX P433110",$62.45
UFCU checking,01/09,"Non UFCU ATM Fee
COURTESY MAR - 433110 5634 SPRING STUEBNER
SPRING TX P433110",$1.00
UFCU checking,"01/10
01/09","Debit Card Debit Card
RUDYS STORE # 212 HOUSTON TX",$7.44
UFCU checking,"01/11
01/10","Debit Card Debit Card
SQ * UPTOWN CONVENIE HOUSTON TX",$4.32
UFCU checking,"01/11
01/10","Debit Card Debit Card
LA MADELEINE HOUSTON GA HOUSTON TX",$10.27
UFCU checking,"01/12
01/11","Debit Card Debit Card
TACODELI WASHINGTON AVE HOUSTON TX",$30.01
UFCU checking,"01/12
01/11","Debit Card Debit Card
TACODELI WASHINGTON AVE HOUSTON TX",$3.70
UFCU checking,01/13,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$14.75
UFCU checking,01/13,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALS177
CO : PAYPAL",$18.99
UFCU checking,01/13,"ACH SOFI PAYMENTS
TYPE : PL PYMT ID : 3452499527
CO : SOFI PAYMENTS","$2,682.80"
UFCU checking,"01/13
01/12","Debit Card Debit Card
STARBUCKS STORE 09374 HOUSTON TX",$5.12
UFCU checking,"01/13
01/13","Debit Card Debit Card
TST * BUFFBURGER - MEMOR HOUSTON TX",$47.32
UFCU checking,"01/15
01/12","Debit Card Debit Card
HOUSTON ARBORETUM NATUR HOUSTON TX",$2.35
UFCU checking,01/17,ACH RANDALL E SWEDB,
UFCU checking,01/17,"Internet Banking Transfer
TO CASTLE , WENDY XXXXXXXXXX Share 0080","$1,500.00"
UFCU checking,"01/18
01/18","Debit Card Debit Card
AMZNGrocery * G46S33L73 Amzn.com/bill WA",$184.72
UFCU checking,"01/20
01/20","Debit Card Debit Card
AMZNGrocery * CS4LF6JV3 Amzn.com/bill WA",$10.00
UFCU checking,01/21,"POS # 002119167459
BASS PRO STORE KATY / HO KATY TX",$436.10
UFCU checking,01/22,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALS177
CO : PAYPAL",$10.66
UFCU checking,01/22,"ACH USAA P & C EXT
TYPE : AUTOPAY ID : USAA - PC
CO : USAA P & C EXT",$184.80
UFCU checking,"01/23
01/22","Debit Card Debit Card
DON JOSE MEXICAN REST NORTHSIDE TX",$40.19
UFCU checking,"01/23
01/23","Debit Card Debit Card
TAQUERIA ARANDAS 4 HOUSTON TX",$7.40
UFCU checking,01/24,"ACH Green Mountain E
TYPE : 0271D ID : 4030360441
CO : Green Mountain E",$149.27
UFCU checking,01/24,"ACH BARCLAYCARD US
TYPE : CREDITCARD ID : 2510407970
CO : BARCLAYCARD US",$397.94
UFCU checking,01/24,"POS # 002400038543
KROGER # 346 HOUSTON HOUSTON TX",$2.87
UFCU checking,01/24,"POS # 6NL4JHWBL3ZH
AMAZON.COM * GT62T21Z3 SEATTLE WA",$30.52
UFCU checking,01/24,"POS # 4Y652LLU71B2
AMAZON.COM * MY2N84BE3 SEATTLE WA",$49.78
UFCU checking,"01/24
01/24","Debit Card Debit Card
SQ * TORNADO TACO HOUSTON TX",$19.60
UFCU checking,"01/24
01/24","Debit Card Debit Card
AMZNGrocery * UV1JNOUW3 Amzn.com/bill WA",$171.47
UFCU checking,"01/24
01/23","Debit Card Debit Card
WAN FU CAFE HOUSTON TX",$30.98
UFCU checking,"01/24
01/23","WAN FU CAFE HOUSTON TX
Debit Card Debit Card",$18.64
UFCU checking,"01/25
01/24","Debit Card Debit Card
SQ * CANTINA BARBA Houston TX",$3.25
UFCU checking,"01/25
01/24","Debit Card Debit Card
SQ * CANTINA BARBA Houston TX",$9.74
UFCU checking,01/25,"POS # 002519726159
WHOLEFDS KIR 101 2955 K HOUSTON TX",$56.70
UFCU checking,"01/26
01/26","Debit Card Debit Card
SQ * STREET TO KITCHEN Houston TX",$12.98
UFCU checking,"01/26
01/25","Debit Card Debit Card
STARBUCKS STORE 09374 HOUSTON TX",$2.87
UFCU checking,01/26,"POS # 002612797750
PETCO 469 HOUSTON TX",$91.83
UFCU checking,01/26,"POS # 002614423485
CORNER STORE 2608 GALVESTON TX",$16.45
UFCU checking,"01/26
01/26","Debit Card Debit Card
TACO CABANA 20141 HOUSTON TX",$12.21
UFCU checking,"01/26
01/25","Debit Card Debit Card
SHELL OIL 12628283009 HOUSTON TX",$37.73
UFCU checking,"01/26
01/26","Debit Card Debit Card
AMZNGrocery * CS35D00A3 Amzn.com/bill WA",$10.00
UFCU checking,"01/27
01/26","Debit Card Debit Card
THE D AND W HOUSTON TX",$46.00
UFCU checking,"01/27
01/25","Debit Card Debit Card
SASSAFRAS HOUSTON TX",$23.50
UFCU checking,"01/27
01/25","Debit Card Debit Card
Rehab on the Bayou Houston TX",$67.00
UFCU checking,"01/27
01/25","Debit Card Debit Card
Rehab on the Bayou Houston TX",$32.00
UFCU checking,01/27,"ACH CPENERGY ENTEX
TYPE : ENT ACH EB ID : 176051140D
CO : CPENERGY ENTEX",$75.90
UFCU checking,"01/27
01/26","Debit Card Debit Card
FIVE GUYS TX 1231 QSR PEARLAND TX",$32.10
UFCU checking,"01/27
01/26","Debit Card Debit Card
STARBUCKS STORE 09374 HOUSTON TX",$19.97
UFCU checking,"01/27
01/26","Debit Card Debit Card
CHASE - GALVESTONCOUNTY CHICAGO IL",$0.50
UFCU checking,"01/27
01/26","Debit Card Debit Card
GALVESTON COUNTY TOLL GALVESTON TX",$2.00
UFCU checking,01/27,"POS # 002700038040
KROGER # 346 HOUSTON HOUSTON TX",$2.87
UFCU checking,01/27,"POS # 002700065109
KROGER # 346 HOUSTON HOUSTON TX",$36.93
UFCU checking,"01/27
01/26","Debit Card Debit Card
SHELL OIL 57545871006 GALVESTON TX",$53.06
UFCU checking,01/27,"POS # 002800108271
IKEA HOUSTON REST HOUSTON TX",$3.88
UFCU checking,"01/27
01/27","Debit Card Debit Card
TAQUERIA ARANDAS 4 HOUSTON TX",$16.52
UFCU checking,01/27,"POS # 002801459106
IKEA HOUSTON REST HOUSTON TX",$21.62
UFCU checking,01/27,"POS # 002802729909
IKEA HOUSTON HOUSTON TX",$7.57
UFCU checking,"01/27
01/25","Debit Card Debit Card
KOREA GARDEN RESTAURANT HOUSTON TX",$70.96
UFCU checking,"01/28
01/27","Debit Card Debit Card
SUBWAY 00075499 HOUSTON TX",$5.40
UFCU checking,01/28,"POS # 0000004CWS3R
AMAZON.COM * 7A17G04L3 SEATTLE WA",$23.80
UFCU checking,"01/28
01/28","Debit Card Debit Card
SQ * TORNADO TACO HOUSTON TX",$12.75
UFCU checking,"01/28
01/25","Debit Card Debit Card
HOUSTON MUSEUM OF NATUR HOUSTON TX",$12.00
UFCU checking,"01/28
01/25","Debit Card Debit Card
HOUSTON MUSEUM OF NATUR HOUSTON TX",$5.00
UFCU checking,"01/28
01/25","Debit Card Debit Card
HOUSTON MUSEUM OF NATUR HOUSTON TX",$23.00
UFCU checking,"01/29
01/28","Debit Card Debit Card
BUCHANANS NATIVE PLANTS HOUSTON TX",$8.66
UFCU checking,"01/29
01/28","KFC C521024 HOUSTON TX
Debit Card Debit Card",$8.70
UFCU checking,01/29,"ACH WELLS FARGO AUTO
TYPE : FEE & PMTS ID : 9330291646
CO : WELLS FARGO AUTO",$397.67
UFCU checking,01/29,"ACH BankoftheWest
TYPE : BOWLOANPAY ID : 6940475440
CO : BankoftheWest",$512.83
UFCU checking,"01/30
01/30","Debit Card Debit Card
HICKORY PIT BAR B Q BELLAIRE TX",$27.73
UFCU checking,01/30,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$20.91
UFCU checking,01/30,"POS # 003000505736
KROGER # 346 HOUSTON HOUSTON TX",$4.75
UFCU checking,"01/30
01/30","Debit Card Debit Card
TAQUERIA ARANDAS 4 HOUSTON TX",$9.30
UFCU checking,01/31,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$299.00
UFCU checking,01/31,COURTESY PAY,$40.00
UFCU checking,01/31,"ACH NSF
In the amount $ 512.83 BANK OF THE WEST",$30.00
UFCU checking,"04/01
03/31","Debit Card Debit Card
TXDPS DRIVER LICENSE EGOV.COM TX",$11.00
UFCU checking,04/02,Internet Banking Transfer To Loan 0050,$259.70
UFCU checking,04/02,"Internet Banking Transfer
TO CASTLE , WENDY XXXXXXXXXX Share 0080",$750.00
UFCU checking,04/03,"ACH CITY OF HOUSTON
TYPE : WATER BILL ID : 6746001164
CO : CITY OF HOUSTON",$64.12
UFCU checking,04/03,"ACH ATT
TYPE : Payment ID : 9864031005 CO : ATT",$271.11
UFCU checking,04/03,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$299.00
UFCU checking,04/03,"ACH BARCLAYCARD US
TYPE : CREDITCARD ID : 2510407970
CO : BARCLAYCARD US",$678.00
UFCU checking,04/03,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT","$1,625.10"
UFCU checking,04/03,"ACH BCBS HEALTH HPS
TYPE : 8007928595 ID : 1361236610
CO : BCBS HEALTH HPS","$1,749.87"
UFCU checking,04/06,"ACH VENMO
TYPE : PAYMENT ID : 3264681992 CO : VENMO",$25.00
UFCU checking,04/06,"ACH VENMO
TYPE : PAYMENT ID : 3264681992 CO : VENMO",$87.00
UFCU checking,04/06,"ACH FIRSTUNITEDBANK
TYPE : LOAN PMT ID : 1730222372
CO : FIRSTUNITEDBANK","$1,906.04"
UFCU checking,04/06,"Internet Banking Transfer
TO CASTLE , WENDY XXXXXXXXXX Share 0080","$2,250.00"
UFCU checking,04/07,"CO : PAYPAL
ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77","$2,250.00"
UFCU checking,04/09,Check 2220,$810.00
UFCU checking,04/09,COURTESY PAY,$40.00
UFCU checking,04/10,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,04/10,"ACH PAYPAL
TYPE : TRANSFER ID : PAYPALSD11 CO : PAYPAL",
UFCU checking,04/10,"Internet Banking Transfer
To R. ERIK SWEDBERG XXXXXXXXXX Share 0080","$2,250.00"
UFCU checking,04/13,"ACH IRS TREAS 310
TYPE : TAX REF ID : 9111736946
CO : IRS TREAS 310",
UFCU checking,04/13,"ACH SOFI PAYMENTS
TYPE : PL PYMT ID : 3452499527
CO : SOFI PAYMENTS","$2,682.80"
UFCU checking,04/13,Internet Banking Transfer To Loan 0050,$683.14
UFCU checking,04/13,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT","$1,591.98"
UFCU checking,"04/14
04/13","Debit Card Debit Card
RMA TOLL 833-762-8655 CA",$28.88
UFCU checking,"04/14
04/13","Debit Card Debit Card
TX CHILDRENS HOSPIT 832-824-1000 TX",$20.00
UFCU checking,04/14,"Internet Banking Transfer
To R. ERIK SWEDBERG XXXXXXXXXX Share 0080","$2,800.00"
UFCU checking,04/15,"ACH Green Mountain E
TYPE : 0271D ID : 4030360441
CO : Green Mountain E",$159.23
UFCU checking,04/15,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$200.00
UFCU checking,04/15,"ACH ATT
TYPE : Payment ID : 9864031005 CO : ATT",$271.16
UFCU checking,04/15,"ACH WELLS FARGO AUTO
TYPE : FEE & PMTS ID : 9330291646
CO : WELLS FARGO AUTO",$397.67
UFCU checking,04/15,"ACH NAVI ED SERV WEB
TYPE : STUDNTLOAN ID : 9102001102
CO : NAVI ED SERV WEB","$1,316.45"
UFCU checking,04/15,"ACH FUNDRAZR.COM
CO : FUNDRAZR.COM
TYPE : IAT PAYPAL ID : 770510487C",$8.00
UFCU checking,04/15,"at ATM # 010600004323
PROSPERITY BANK 7811 LONG POINT RD HOUSTON
TX TX001796",$123.50
UFCU checking,04/15,"Non UFCU ATM Fee
PROSPERITY BANK 7811 LONG POINT RD HOUSTON
TX TX001796",$1.00
UFCU checking,04/16,"ACH ROBINHOOD
TYPE : Funds ID : 1464364776 CO : ROBINHOOD",
UFCU checking,04/16,"ACH ROBINHOOD
TYPE : Funds ID : 1464364776 CO : ROBINHOOD",
UFCU checking,04/16,"ACH CPENERGY ENTEX
TYPE : ENT ACH EB ID : 176051140D
CO : CPENERGY ENTEX",$29.51
UFCU checking,04/17,"ACH ROBINHOOD
TYPE : Funds ID : 1464364776 CO : ROBINHOOD","$1,000.00"
UFCU checking,"04/20
04/19","Debit Card Debit Card
LOS CUCOS MEXICAN CAFE HOUSTON TX",$94.53
UFCU checking,04/21,"ACH ROBINHOOD
TYPE : Funds ID : 1464364776 CO : ROBINHOOD",$0.80
UFCU checking,04/21,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALS177
CO : PAYPAL",$34.00
